car_make,model,year,transmition,kilometers,car_customs,fuel,engine_size,payment method,price
Toyota,Yaris,2006,Automatic,"+200,000",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"6,000 JOD"
Toyota,Hilux,2023,Automatic,1 - 999,With Customs,Diesel,0 - 499 cc,Cash or Installments,N/A
Tesla,3,2020,Automatic,"30,000 - 39,999",With Customs,Electric,More than 100 kWh,Cash Only,"17,400 JOD"
Kia,Niro,2020,Automatic,"20,000 - 29,999",With Customs,Hybrid,"1,000 - 1,999 cc",Cash Only,
BYD,E2,2023,Automatic,0,With Customs,Electric,Less than 50 kWh,Cash Only,
BMW,330,2021,Automatic,"30,000 - 39,999",With Customs,Plug-in - Hybrid,"2,000 - 2,999 cc",Cash Only,"34,000 JOD"
Mitsubishi,L200,2016,Manual,"130,000 - 139,999",With Customs,Diesel,"2,000 - 2,999 cc",Cash Only,"13,450 JOD"
Mercedes Benz,C 250,2012,Automatic,0,With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"21,500 JOD"
Toyota,Land Cruiser,2023,Automatic,"10,000 - 19,999",With Customs,Gasoline,"3,000 - 3,999 cc",Cash Only,"1,000 JOD"
Tesla,X,2020,Automatic,"50,000 - 59,999",With Customs,Electric,More than 100 kWh,Cash Only,
Hyundai,Tucson,2010,Automatic,1 - 999,With Customs,Gasoline,"2,000 - 2,999 cc",Cash Only,"10,000 JOD"
Volkswagen,E-Bora,2019,Automatic,"40,000 - 49,999",With Customs,Electric,Less than 50 kWh,Cash Only,
Hyundai,Avante,2016,Automatic,"40,000 - 49,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"12,000 JOD"
Hyundai,Ioniq,2021,Automatic,"10,000 - 19,999",With Customs,Hybrid,"1,000 - 1,999 cc",Cash or Installments,N/A
Kia,Optima K5,2020,Automatic,"90,000 - 99,999",With Customs,Hybrid,N/A,Cash Only,
Saab,95,2004,Automatic,"190,000 - 199,999",With Customs,Gasoline,"2,000 - 2,999 cc",Cash Only,"3,600 JOD"
Hyundai,Kona,2019,Automatic,"1,000 - 9,999",With Customs,Electric,50 - 69 kWh,Cash or Installments,N/A
Toyota,Yaris,2019,Automatic,"50,000 - 59,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash or Installments,N/A
Hyundai,Sonata,2019,Automatic,"140,000 - 149,999",With Customs,Hybrid,"2,000 - 2,999 cc",Cash or Installments,N/A
Kia,Niro,2019,Automatic,"90,000 - 99,999",With Customs,Electric,50 - 69 kWh,Cash or Installments,N/A
Kia,EV6,2022,Automatic,"1,000 - 9,999",With Customs,Electric,70 - 89 kWh,Cash or Installments,N/A
Hyundai,Avante,2018,Automatic,"100,000 - 109,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash or Installments,N/A
Kia,Picanto,2018,Automatic,"50,000 - 59,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash or Installments,N/A
Hyundai,Sonata,2018,Automatic,"100,000 - 109,999",With Customs,Hybrid,"2,000 - 2,999 cc",Cash or Installments,N/A
Hyundai,Kona,2020,Automatic,"80,000 - 89,999",With Customs,Electric,50 - 69 kWh,Cash or Installments,N/A
Toyota,Prius,2018,Automatic,"70,000 - 79,999",With Customs,Hybrid,"2,000 - 2,999 cc",Cash or Installments,N/A
Kia,EV6,2022,Automatic,"50,000 - 59,999",With Customs,Electric,70 - 89 kWh,Cash Only,"24,300 JOD"
Hyundai,Kona,2019,Automatic,"160,000 - 169,999",With Customs,Electric,More than 100 kWh,Cash or Installments,N/A
Toyota,Highlander,2011,Automatic,"120,000 - 129,999",With Customs,Hybrid,"3,000 - 3,999 cc",Cash Only,"21,500 JOD"
Opel,Kadett,1991,Manual,"+200,000",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"1,750 JOD"
Land Rover,Defender 110,2023,Automatic,0,With Customs,Plug-in - Hybrid,"2,000 - 2,999 cc",Cash or Installments,N/A
GMC,Acadia,2018,Automatic,"70,000 - 79,999",With Customs,Gasoline,"3,000 - 3,999 cc",Cash Only,"18,300 JOD"
Mitsubishi,Pajero,2016,Automatic,"70,000 - 79,999",With Customs,Gasoline,"3,000 - 3,999 cc",Cash Only,"18,000 JOD"
Mazda,3,2018,Automatic,"30,000 - 39,999",With Customs,Gasoline,"2,000 - 2,999 cc",Cash Only,"14,650 JOD"
Volkswagen,E-Golf,2016,Automatic,"40,000 - 49,999",With Customs,Electric,Less than 50 kWh,Cash Only,"10,000 JOD"
Toyota,Corolla,1998,Manual,"1,000 - 9,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"2,600 JOD"
Hyundai,Ioniq,2019,Automatic,"100,000 - 109,999",With Customs,Hybrid,"1,000 - 1,999 cc",Installments Only,N/A
Toyota,Camry,2023,Automatic,0,With Customs,Hybrid,N/A,Cash or Installments,N/A
Kia,Optima K5,2019,Automatic,"70,000 - 79,999",With Customs,Hybrid,N/A,Cash Only,
Kia,Spectra,2002,Automatic,1 - 999,With Customs,Gasoline,0 - 499 cc,Cash Only,"3,100 JOD"
Kia,Niro,2019,Automatic,"100,000 - 109,999",With Customs,Electric,50 - 69 kWh,Cash Only,"17,750 JOD"
Ford,Fusion,2017,Automatic,"100,000 - 109,999",With Customs,Hybrid,"2,000 - 2,999 cc",Cash Only,"13,800 JOD"
Volkswagen,E-lavida,2019,Automatic,"70,000 - 79,999",Without Customs,Electric,Less than 50 kWh,Cash or Installments,N/A
Volkswagen,ID.4,2021,Automatic,"30,000 - 39,999",With Customs,Electric,70 - 89 kWh,Cash or Installments,N/A
Hyundai,Sonata,2019,Automatic,"100,000 - 109,999",With Customs,Hybrid,"2,000 - 2,999 cc",Cash or Installments,N/A
Kia,K3,2019,Automatic,"70,000 - 79,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash or Installments,N/A
GMC,Terrain,2020,Automatic,"70,000 - 79,999",Without Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"10,200 JOD"
GMC,Acadia,2021,Automatic,"20,000 - 29,999",Without Customs,Gasoline,"2,000 - 2,999 cc",Cash Only,"14,950 JOD"
Kia,Sportage,2009,Automatic,"+200,000",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"6,700 JOD"
Toyota,Prius,2013,Automatic,0,With Customs,Hybrid,"1,000 - 1,999 cc",Cash Only,"10,300 JOD"
Toyota,bZ4X,2023,Automatic,0,With Customs,Electric,70 - 89 kWh,Cash Only,"20,000 JOD"
Tesla,Y,2023,Automatic,"1,000 - 9,999",Without Customs,Electric,70 - 89 kWh,Cash Only,"28,750 JOD"
Land Rover,Defender,2023,Automatic,0,With Customs,Gasoline,"2,000 - 2,999 cc",Cash or Installments,N/A
Mitsubishi,Outlander,2020,Automatic,"90,000 - 99,999",With Customs,Gasoline,"2,000 - 2,999 cc",Cash Only,
Kia,Optima K5,2021,Automatic,0,With Customs,Hybrid,"2,000 - 2,999 cc",Cash Only,"23,900 JOD"
Tesla,3,2022,Automatic,"1,000 - 9,999",Without Customs,Electric,70 - 89 kWh,Cash Only,"24,500 JOD"
Hyundai,Sonata,2020,Automatic,"40,000 - 49,999",With Customs,Hybrid,"2,000 - 2,999 cc",Cash Only,
Toyota,Camry,2019,Automatic,"60,000 - 69,999",With Customs,Hybrid,"2,000 - 2,999 cc",Cash or Installments,N/A
BMW,i3,2014,Automatic,"1,000 - 9,999",With Customs,Electric,More than 100 kWh,Cash Only,"10,900 JOD"
Toyota,Camry,2017,Automatic,"130,000 - 139,999",With Customs,Hybrid,"2,000 - 2,999 cc",Cash Only,"15,900 JOD"
Nissan,Rogue,2010,Automatic,"100,000 - 109,999",With Customs,Gasoline,"2,000 - 2,999 cc",Cash Only,"8,500 JOD"
Chevrolet,Malibu,2013,Automatic,0,With Customs,Hybrid,"2,000 - 2,999 cc",Cash Only,"7,900 JOD"
Hyundai,Accent,2013,Automatic,"10,000 - 19,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"10,800 JOD"
Toyota,Camry,2018,Automatic,"120,000 - 129,999",With Customs,Hybrid,"2,000 - 2,999 cc",Cash Only,"17,950 JOD"
Kia,Niro,2020,Automatic,"40,000 - 49,999",With Customs,Hybrid,"1,000 - 1,999 cc",Cash or Installments,N/A
Volkswagen,Tiguan,2017,Automatic,"30,000 - 39,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"20,500 JOD"
Dodge,Ram,2019,Automatic,"100,000 - 109,999",With Customs,Gasoline,"5,000 - 5,999 cc",Cash Only,
Dodge,Ram,2014,Automatic,"190,000 - 199,999",With Customs,Gasoline,"5,000 - 5,999 cc",Cash or Installments,N/A
Land Rover,Range Rover Evoque,2019,Automatic,"60,000 - 69,999",With Customs,Gasoline,"5,000 - 5,999 cc",Cash or Installments,N/A
Hyundai,Sonata,2018,Automatic,"110,000 - 119,999",With Customs,Hybrid,"1,000 - 1,999 cc",Installments Only,N/A
Land Rover,Range Rover Sport,2022,Automatic,"20,000 - 29,999",With Customs,Plug-in - Hybrid,"2,000 - 2,999 cc",Cash Only,"83,000 JOD"
Hyundai,Avante,2000,Automatic,1 - 999,With Customs,Gasoline,0 - 499 cc,Cash Only,"5,200 JOD"
Volkswagen,ID.4,2021,Automatic,"40,000 - 49,999",Without Customs,Electric,70 - 89 kWh,Cash or Installments,N/A
Volkswagen,E-Bora,2019,Automatic,"40,000 - 49,999",With Customs,Electric,Less than 50 kWh,Cash or Installments,N/A
Changan,CX30,2017,Automatic,"50,000 - 59,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"8,300 JOD"
Chevrolet,Captiva,2007,Automatic,"150,000 - 159,999",With Customs,Gasoline,"3,000 - 3,999 cc",Cash Only,"5,800 JOD"
Jeep,Liberty,2007,Automatic,"160,000 - 169,999",With Customs,Gasoline,"3,000 - 3,999 cc",Cash Only,"6,250 JOD"
Mitsubishi,Lancer,2014,Automatic,"150,000 - 159,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"8,650 JOD"
Honda,Civic,2002,Automatic,"150,000 - 159,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"5,900 JOD"
Honda,Civic,2009,Automatic,0,With Customs,Gasoline,"More than 6,000 cc",Cash Only,"8,000 JOD"
Audi,Q7,2007,Automatic,"170,000 - 179,999",With Customs,Gasoline,"4,000 - 4,999 cc",Cash Only,"10,600 JOD"
Honda,Accord,2007,Automatic,0,With Customs,Gasoline,"2,000 - 2,999 cc",Cash Only,"7,200 JOD"
Mazda,3,2013,Automatic,"70,000 - 79,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"8,650 JOD"
Hyundai,i10,2015,Automatic,"50,000 - 59,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"7,700 JOD"
Opel,Vectra,2007,Automatic,"150,000 - 159,999",With Customs,Gasoline,"2,000 - 2,999 cc",Cash Only,"7,500 JOD"
Mitsubishi,L200,2022,Automatic,0,With Customs,Diesel,"2,000 - 2,999 cc",Cash Only,"22,000 JOD"
Mercedes Benz,CLK 200,2005,Automatic,"+200,000",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"11,250 JOD"
Honda,e:NS1,2023,Automatic,0,With Customs,Electric,50 - 69 kWh,Cash or Installments,N/A
Ford,Fusion,2017,Automatic,"80,000 - 89,999",With Customs,Hybrid,"2,000 - 2,999 cc",Cash Only,"13,900 JOD"
Mercedes Benz,E 200,2013,Automatic,0,With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"23,800 JOD"
Hyundai,Genesis,2013,Automatic,0,With Customs,Gasoline,"1,000 - 1,999 cc",Installments Only,N/A
Tesla,3,2023,Automatic,"1,000 - 9,999",With Customs,Electric,50 - 69 kWh,Cash Only,"21,900 JOD"
Ford,Fusion,2018,Automatic,"80,000 - 89,999",With Customs,Hybrid,"1,000 - 1,999 cc",Cash Only,"14,500 JOD"
Citroen,C4,2016,Automatic,"130,000 - 139,999",With Customs,Gasoline,N/A,Cash Only,"9,800 JOD"
Hyundai,Accent,2014,Automatic,"150,000 - 159,999",With Customs,Gasoline,N/A,Cash Only,"7,750 JOD"
Toyota,Camry,2023,Automatic,"20,000 - 29,999",With Customs,Hybrid,N/A,Cash or Installments,N/A
Ford,Fusion,2017,Automatic,"50,000 - 59,999",With Customs,Hybrid,"2,000 - 2,999 cc",Cash Only,"17,500 JOD"
Hyundai,Ioniq,2019,Automatic,"70,000 - 79,999",With Customs,Electric,Less than 50 kWh,Cash or Installments,N/A
Hyundai,Ioniq,2020,Automatic,"110,000 - 119,999",With Customs,Hybrid,"1,000 - 1,999 cc",Cash or Installments,N/A
Kia,Niro,2020,Automatic,"50,000 - 59,999",With Customs,Hybrid,"1,000 - 1,999 cc",Cash or Installments,N/A
Mitsubishi,Lancer,2016,Automatic,"140,000 - 149,999",With Customs,Gasoline,N/A,Cash Only,"8,500 JOD"
Tesla,S,2018,Automatic,"60,000 - 69,999",With Customs,Electric,More than 100 kWh,Cash Only,"32,000 JOD"
Jeep,Compass,2016,Automatic,"80,000 - 89,999",With Customs,Gasoline,"2,000 - 2,999 cc",Cash Only,"13,900 JOD"
Toyota,bZ4X,2023,Automatic,0,With Customs,Electric,70 - 89 kWh,Cash Only,"23,500 JOD"
Nissan,Sylphy,2019,Automatic,"90,000 - 99,999",With Customs,Electric,Less than 50 kWh,Cash or Installments,N/A
Land Rover,Defender,2023,Automatic,0,With Customs,Mild Hybrid,"3,000 - 3,999 cc",Cash or Installments,N/A
Kia,Seltos,2024,Automatic,1 - 999,With Customs,Gasoline,"1,000 - 1,999 cc",Cash or Installments,N/A
Kia,Sportage,2020,Automatic,"120,000 - 129,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash or Installments,N/A
Honda,e:NP1,2023,Automatic,0,With Customs,Electric,50 - 69 kWh,Cash or Installments,N/A
Volkswagen,ID.6,2022,Automatic,0,With Customs,Electric,70 - 89 kWh,Cash Only,
Mercedes Benz,C 180,2015,Automatic,"60,000 - 69,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"25,750 JOD"
Hyundai,Sonata,2013,Automatic,"130,000 - 139,999",With Customs,Hybrid,"2,000 - 2,999 cc",Cash Only,"10,250 JOD"
BMW,X5,2016,Automatic,"120,000 - 129,999",With Customs,Plug-in - Hybrid,"1,000 - 1,999 cc",Cash Only,"29,900 JOD"
Kia,Optima K5,2018,Automatic,0,With Customs,Hybrid,N/A,Cash Only,"12,300 JOD"
Hyundai,Verna,2000,Automatic,0,With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"3,900 JOD"
Chevrolet,Camaro,2010,Automatic,"180,000 - 189,999",With Customs,Gasoline,"3,000 - 3,999 cc",Cash Only,"12,000 JOD"
Mercedes Benz,E 200,2005,Automatic,"180,000 - 189,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"12,800 JOD"
Volkswagen,Jetta,2013,Automatic,"150,000 - 159,999",With Customs,Hybrid,"1,000 - 1,999 cc",Cash Only,"10,500 JOD"
Kia,Sportage,2011,Automatic,0,With Customs,Gasoline,N/A,Cash Only,"9,300 JOD"
Changan,E-Star,2023,Automatic,0,With Customs,Electric,Less than 50 kWh,Cash or Installments,N/A
Mercedes Benz,E 200,2002,Automatic,"190,000 - 199,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"10,300 JOD"
Dongfeng,A30 Sport,2022,Automatic,"10,000 - 19,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"11,500 JOD"
Toyota,Prius,2008,Automatic,"1,000 - 9,999",With Customs,Hybrid,"1,000 - 1,999 cc",Cash Only,"7,700 JOD"
BMW,i3,2018,Automatic,"80,000 - 89,999",With Customs,Electric,50 - 69 kWh,Cash Only,
Mercedes Benz,E 200,2021,Automatic,"40,000 - 49,999",With Customs,Mild Hybrid,"1,000 - 1,999 cc",Cash Only,
Mercedes Benz,CLA 45 AMG,2019,Automatic,"10,000 - 19,999",With Customs,Gasoline,"2,000 - 2,999 cc",Cash Only,
Hyundai,Sonata,2019,Automatic,"50,000 - 59,999",Without Customs,Hybrid,"1,000 - 1,999 cc",Cash Only,"7,950 JOD"
Hyundai,Sonata,2016,Automatic,"150,000 - 159,999",With Customs,Hybrid,"2,000 - 2,999 cc",Cash Only,"12,800 JOD"
Kia,Niro,2018,Automatic,"80,000 - 89,999",With Customs,Hybrid,"1,000 - 1,999 cc",Cash Only,"12,700 JOD"
Mercedes Benz,E 200,2011,Automatic,"130,000 - 139,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash or Installments,N/A
Nissan,Juke,2017,Automatic,"20,000 - 29,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"11,900 JOD"
Toyota,Prius,2018,Automatic,"80,000 - 89,999",With Customs,Plug-in - Hybrid,"1,000 - 1,999 cc",Cash Only,"16,650 JOD"
Toyota,Prius,2022,Automatic,"40,000 - 49,999",With Customs,Hybrid,"1,000 - 1,999 cc",Cash or Installments,N/A
Tesla,X,2018,Automatic,"50,000 - 59,999",With Customs,Electric,70 - 89 kWh,Cash Only,"35,400 JOD"
Kia,K3,2013,Automatic,0,With Customs,Gasoline,N/A,Cash Only,"7,600 JOD"
Nissan,Sylphy,2019,Automatic,"50,000 - 59,999",With Customs,Electric,Less than 50 kWh,Cash or Installments,N/A
MG,MG HS,2021,Automatic,"20,000 - 29,999",With Customs,Gasoline,"2,000 - 2,999 cc",Cash or Installments,N/A
Volkswagen,ID.4,2021,Automatic,"60,000 - 69,999",Without Customs,Electric,70 - 89 kWh,Cash Only,"19,500 JOD"
Volkswagen,E-Bora,2019,Automatic,"30,000 - 39,999",With Customs,Electric,Less than 50 kWh,Cash Only,"12,400 JOD"
Dodge,Ram,2016,Automatic,"190,000 - 199,999",With Customs,Diesel,"3,000 - 3,999 cc",Cash Only,"20,000 JOD"
Volkswagen,Caddy,2016,Manual,"+200,000",With Customs,Diesel,"2,000 - 2,999 cc",Cash Only,"9,300 JOD"
Tesla,3,2021,Automatic,"30,000 - 39,999",With Customs,Electric,50 - 69 kWh,Cash Only,"19,400 JOD"
Hyundai,Avante,2008,Automatic,"190,000 - 199,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"7,350 JOD"
Toyota,Prius,2021,Automatic,"10,000 - 19,999",With Customs,Hybrid,"1,000 - 1,999 cc",Cash or Installments,N/A
Toyota,Camry,2017,Automatic,"90,000 - 99,999",With Customs,Hybrid,"2,000 - 2,999 cc",Cash Only,"14,700 JOD"
BYD,Han EV,2023,Automatic,0,With Customs,Electric,70 - 89 kWh,Cash Only,"27,500 JOD"
BMW,X5,2016,Automatic,"110,000 - 119,999",With Customs,Plug-in - Hybrid,"2,000 - 2,999 cc",Cash Only,"31,000 JOD"
Jeep,Grand Cherokee,2018,Automatic,"1,000 - 9,999",With Customs,Gasoline,"3,000 - 3,999 cc",Cash or Installments,N/A
Honda,Accord,2017,Automatic,"80,000 - 89,999",With Customs,Gasoline,N/A,Cash or Installments,N/A
Kia,Sportage,2013,Automatic,"100,000 - 109,999",With Customs,Gasoline,"2,000 - 2,999 cc",Cash Only,"12,800 JOD"
Hyundai,Santa Fe,2016,Automatic,"130,000 - 139,999",With Customs,Gasoline,"3,000 - 3,999 cc",Cash or Installments,N/A
Volkswagen,ID.4,2022,Automatic,0,With Customs,Electric,70 - 89 kWh,Cash Only,
Kia,Cerato,2015,Automatic,"140,000 - 149,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"6,900 JOD"
Toyota,Camry,2015,Automatic,"110,000 - 119,999",With Customs,Hybrid,"2,000 - 2,999 cc",Cash or Installments,N/A
Jeep,Grand Cherokee,2011,Automatic,1 - 999,With Customs,Gasoline,"3,000 - 3,999 cc",Cash or Installments,N/A
Hyundai,Kona,2020,Automatic,"40,000 - 49,999",With Customs,Electric,50 - 69 kWh,Cash or Installments,N/A
Nissan,Sylphy,2019,Automatic,"50,000 - 59,999",With Customs,Electric,50 - 69 kWh,Cash Only,"11,299 JOD"
Kia,Optima,2018,Automatic,"60,000 - 69,999",With Customs,Hybrid,"1,000 - 1,999 cc",Cash Only,"16,100 JOD"
Tesla,3,2021,Automatic,"70,000 - 79,999",Without Customs,Electric,70 - 89 kWh,Cash Only,"24,500 JOD"
Toyota,Camry,2009,Automatic,"190,000 - 199,999",With Customs,Hybrid,"2,000 - 2,999 cc",Cash Only,"9,950 JOD"
Ford,F-150,2021,Automatic,"20,000 - 29,999",Without Customs,Hybrid,"3,000 - 3,999 cc",Cash Only,"37,000 JOD"
Mazda,3,2012,Automatic,"170,000 - 179,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"7,300 JOD"
Mercedes Benz,EQA,2022,Automatic,0,With Customs,Electric,70 - 89 kWh,Cash or Installments,N/A
BYD,Seagull,2023,Automatic,0,With Customs,Electric,Less than 50 kWh,Cash Only,
Chevrolet,Cobalt,2018,Automatic,"90,000 - 99,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"7,100 JOD"
Hyundai,Kona,2019,Automatic,"30,000 - 39,999",Without Customs,Electric,50 - 69 kWh,Installments Only,N/A
Mitsubishi,Outlander,2017,Automatic,"90,000 - 99,999",With Customs,Gasoline,"2,000 - 2,999 cc",Cash or Installments,N/A
Ford,Explorer,2010,Automatic,"+200,000",With Customs,Gasoline,N/A,Cash Only,"11,800 JOD"
Toyota,Highlander,2021,Automatic,"50,000 - 59,999",With Customs,Hybrid,N/A,Cash Only,"33,000 JOD"
Toyota,RAV 4,2019,Automatic,"20,000 - 29,999",With Customs,Hybrid,"2,000 - 2,999 cc",Cash or Installments,N/A
Kia,Niro,2022,Automatic,"90,000 - 99,999",Without Customs,Electric,50 - 69 kWh,Installments Only,N/A
Ford,Fusion,2010,Automatic,"140,000 - 149,999",With Customs,Hybrid,"2,000 - 2,999 cc",Cash Only,"10,100 JOD"
Chevrolet,Menlo,2022,Automatic,0,With Customs,Electric,50 - 69 kWh,Cash or Installments,N/A
Toyota,Corolla,2020,Automatic,"90,000 - 99,999",With Customs,Hybrid,"1,000 - 1,999 cc",Cash or Installments,N/A
Kia,Niro,2020,Automatic,"60,000 - 69,999",Without Customs,Electric,50 - 69 kWh,Installments Only,N/A
Toyota,Prius,2011,Automatic,"10,000 - 19,999",With Customs,Hybrid,"1,000 - 1,999 cc",Cash Only,"10,600 JOD"
Kia,Picanto,2021,Automatic,"30,000 - 39,999",Without Customs,Gasoline,"1,000 - 1,999 cc",Installments Only,N/A
Chery,QQ,2016,Manual,0,With Customs,Gasoline,500 - 999 cc,Cash Only,"2,200 JOD"
Peugeot,206,2008,Automatic,"+200,000",With Customs,Gasoline,N/A,Cash Only,"3,800 JOD"
Lexus,ES 300,2017,Automatic,"170,000 - 179,999",With Customs,Hybrid,"2,000 - 2,999 cc",Cash Only,"24,400 JOD"
Ford,Fusion,2018,Automatic,"90,000 - 99,999",With Customs,Hybrid,"1,000 - 1,999 cc",Cash Only,"14,200 JOD"
Mazda,3,2011,Automatic,0,With Customs,Gasoline,"1,000 - 1,999 cc",Cash or Installments,N/A
Toyota,Highlander,2020,Automatic,"30,000 - 39,999",With Customs,Hybrid,"2,000 - 2,999 cc",Cash Only,"31,000 JOD"
Mitsubishi,Lancer,2011,Automatic,0,With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"7,350 JOD"
Kia,Niro,2019,Automatic,"90,000 - 99,999",With Customs,Hybrid,"1,000 - 1,999 cc",Cash or Installments,N/A
Kia,Picanto,2023,Automatic,0,With Customs,Electric,50 - 69 kWh,Cash or Installments,N/A
BYD,Yuan,2023,Automatic,0,Without Customs,Electric,50 - 69 kWh,Cash Only,"22,400 JOD"
Mercedes Benz,G 500,2014,Automatic,"120,000 - 129,999",With Customs,Gasoline,"5,000 - 5,999 cc",Cash or Installments,N/A
Kia,Picanto,2017,Automatic,"70,000 - 79,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"7,950 JOD"
Toyota,Camry,2011,Automatic,"120,000 - 129,999",With Customs,Hybrid,"2,000 - 2,999 cc",Cash Only,"10,400 JOD"
Hyundai,Sonata,2011,Automatic,"140,000 - 149,999",With Customs,Hybrid,"2,000 - 2,999 cc",Cash Only,"7,500 JOD"
Nissan,X-Trail,2018,Automatic,"40,000 - 49,999",With Customs,Hybrid,"2,000 - 2,999 cc",Cash or Installments,N/A
Mercedes Benz,CLK 320,1992,Automatic,"190,000 - 199,999",With Customs,Gasoline,"2,000 - 2,999 cc",Cash Only,"5,000 JOD"
Mitsubishi,L200,2023,Automatic,"10,000 - 19,999",With Customs,Diesel,"2,000 - 2,999 cc",Cash or Installments,N/A
BMW,X6,2008,Automatic,"140,000 - 149,999",With Customs,Gasoline,"4,000 - 4,999 cc",Cash Only,"17,000 JOD"
Hyundai,Sonata,2015,Automatic,"90,000 - 99,999",With Customs,Hybrid,"2,000 - 2,999 cc",Installments Only,N/A
Hyundai,Accent,2016,Automatic,"50,000 - 59,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"11,500 JOD"
Volkswagen,Golf MK4,2000,Automatic,"+200,000",With Customs,Gasoline,"2,000 - 2,999 cc",Cash Only,"6,000 JOD"
Kia,Niro,2019,Automatic,"40,000 - 49,999",Without Customs,Hybrid,"1,000 - 1,999 cc",Cash Only,"15,500 JOD"
Tesla,3,2023,Automatic,1 - 999,With Customs,Electric,Less than 50 kWh,Cash Only,"22,750 JOD"
Kia,Optima,2015,Automatic,"90,000 - 99,999",With Customs,Hybrid,"2,000 - 2,999 cc",Cash Only,"12,500 JOD"
Tesla,3,2022,Automatic,"160,000 - 169,999",With Customs,Electric,50 - 69 kWh,Cash Only,"24,900 JOD"
BYD,Other,2023,Automatic,0,Without Customs,Electric,Less than 50 kWh,Cash Only,"12,500 JOD"
Volkswagen,ID.6,2021,Automatic,"30,000 - 39,999",Without Customs,Electric,70 - 89 kWh,Cash or Installments,N/A
Changan,E-Star,2022,Automatic,0,With Customs,Electric,Less than 50 kWh,Cash Only,"9,500 JOD"
Honda,e:NS1,2023,Automatic,0,Without Customs,Electric,50 - 69 kWh,Cash Only,"21,300 JOD"
Chevrolet,Sonic,2013,Automatic,"150,000 - 159,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"5,500 JOD"
Hyundai,Sonata,2019,Automatic,"30,000 - 39,999",With Customs,Hybrid,"1,000 - 1,999 cc",Cash or Installments,N/A
Infiniti,QX80,2016,Automatic,"120,000 - 129,999",With Customs,Gasoline,"5,000 - 5,999 cc",Cash Only,"34,000 JOD"
Hyundai,Ioniq,2019,Automatic,1 - 999,With Customs,Hybrid,0 - 499 cc,Cash Only,"17,000 JOD"
